transaction_id,customer_id,transaction_date,transaction_amount,transaction_type,category,payment_method,customer_segment,merchant_name,city
841,10330,06-04-2025,2235.7,Debit,Travel,UPI,Retail,Pall-Mahajan,Chennai
7521,10284,06-04-2025,8648.89,Debit,Travel,UPI,Retail,Devan LLC,Pune
6981,10108,06-04-2025,353.84,Debit,Food,Debit Card,Premium,"Mallick, Ganesan and Chauhan",Hyderabad
8917,10051,06-04-2025,3303.15,Debit,Entertainment,UPI,Premium,Mall Group,Pune
2691,10165,06-04-2025,17335.32,Credit,Travel,UPI,Premium,"Iyer, Dutt and Varkey",Hyderabad
7570,10271,06-04-2025,7157.67,Debit,Electronics,Debit Card,Premium,"Khosla, Thakur and Palla",Hyderabad
391,10204,06-04-2025,14862.32,Credit,Healthcare,Net Banking,Retail,"Jha, Malhotra and Kuruvilla",Bangalore
941,10403,06-04-2025,4473.8,Debit,Healthcare,Credit Card,Retail,Devan Ltd,Mumbai
6289,10012,06-04-2025,4849.66,Debit,Shopping,UPI,Retail,Vala Ltd,Hyderabad
3168,10151,06-04-2025,974.27,Debit,Shopping,Credit Card,Retail,"Sibal, Chaudhry and Sridhar",Kolkata
8838,10382,06-04-2025,45687.85,Debit,Electronics,UPI,Premium,Mistry Ltd,Bangalore
6227,10428,06-04-2025,1123.61,Credit,Entertainment,Net Banking,Premium,Wason-Lal,Chennai
3731,10347,06-04-2025,308,Debit,Food,UPI,Premium,Buch PLC,Chennai
1854,10113,07-04-2025,25855.89,Debit,Travel,UPI,Premium,Dayal-Mammen,Mumbai
1991,10083,07-04-2025,3944.81,Credit,Shopping,Credit Card,Retail,"Pandey, Badami and Sridhar",Chennai
5422,10373,07-04-2025,11355.68,Debit,Travel,Credit Card,Premium,"Solanki, Swamy and Chada",Pune
3210,10016,07-04-2025,23382.32,Debit,Healthcare,UPI,Corporate,Chauhan Group,Mumbai
1627,10156,07-04-2025,240.65,Debit,Food,UPI,Retail,Apte-Sani,Kolkata
8448,10109,07-04-2025,65036.38,Debit,Electronics,Debit Card,Premium,Hayre LLC,Pune
4612,10278,07-04-2025,1952.35,Credit,Shopping,Debit Card,Corporate,Parmer-Comar,Pune
3629,10017,07-04-2025,4066.68,Debit,Shopping,Credit Card,Retail,"Iyengar, Kakar and Mistry",Kolkata
4475,10079,07-04-2025,15305.51,Credit,Healthcare,Credit Card,Premium,"Varma, Sani and Mander",Kolkata
7602,10036,07-04-2025,223.68,Debit,Food,UPI,Retail,Goel-Swaminathan,Hyderabad
2703,10413,07-04-2025,2320.48,Debit,Healthcare,UPI,Retail,"Lad, Walia and Gill",Delhi
7479,10356,07-04-2025,43962.94,Debit,Electronics,UPI,Retail,"Swaminathan, Sane and Raju",Delhi
2246,10019,07-04-2025,8060.96,Credit,Healthcare,UPI,Retail,Manne-Reddy,Pune
4641,10171,07-04-2025,3799.27,Debit,Entertainment,UPI,Retail,Sarraf-Manda,Delhi
2602,10359,07-04-2025,5553.61,Debit,Electronics,Credit Card,Retail,Bora-Hora,Delhi
1563,10409,07-04-2025,99211.75,Debit,Electronics,UPI,Corporate,"Ganesh, Srinivas and Buch",Pune
2253,10402,07-04-2025,14045.6,Debit,Travel,UPI,Retail,Ganesh and Sons,Pune
9258,10258,07-04-2025,1388.27,Debit,Entertainment,UPI,Premium,Goswami Group,Chennai
4981,10231,07-04-2025,3915.95,Debit,Entertainment,Debit Card,Retail,Raghavan PLC,Mumbai
4978,10141,07-04-2025,1062.13,Debit,Entertainment,Credit Card,Retail,"Jayaraman, Nagi and Mital",Bangalore
1292,10072,07-04-2025,2424.38,Credit,Healthcare,Credit Card,Retail,Ahluwalia-Palan,Bangalore
1722,10348,07-04-2025,627.74,Debit,Utilities,Credit Card,Retail,Magar-Saxena,Kolkata
7246,10187,07-04-2025,4270.65,Debit,Travel,Debit Card,Premium,Nayak LLC,Chennai
4907,10310,07-04-2025,776.08,Debit,Food,UPI,Retail,"Mitra, Solanki and Ganguly",Hyderabad
2405,10017,07-04-2025,52237.01,Credit,Electronics,Net Banking,Premium,Dhawan and Sons,Kolkata
6595,10053,07-04-2025,5805.74,Debit,Utilities,UPI,Corporate,"Chokshi, Kale and Lal",Bangalore
7743,10265,07-04-2025,11171.33,Debit,Healthcare,Credit Card,Retail,Narula Ltd,Mumbai
8005,10168,07-04-2025,3058.12,Credit,Shopping,UPI,Retail,Gaba-Venkatesh,Delhi
6874,10327,07-04-2025,8124.01,Debit,Travel,UPI,Retail,"Hora, Bhatti and Misra",Bangalore
7098,10409,07-04-2025,1133.08,Credit,Healthcare,Credit Card,Retail,"Ahuja, Balan and Sarma",Delhi
9038,10233,08-04-2025,692.28,Credit,Food,UPI,Retail,Goyal-Kurian,Kolkata
1589,10102,08-04-2025,2426.9,Debit,Shopping,UPI,Retail,"Borra, Mall and Dayal",Delhi
7530,10194,08-04-2025,1667.52,Debit,Shopping,UPI,Retail,Iyer Group,Kolkata
399,10134,08-04-2025,2327.35,Debit,Utilities,Net Banking,Retail,"Modi, Sani and Kulkarni",Bangalore
5471,10178,08-04-2025,3592.55,Debit,Shopping,UPI,Retail,"Sinha, Mall and Sankar",Mumbai
2699,10188,08-04-2025,11722.87,Credit,Healthcare,UPI,Retail,"Lalla, Borra and Behl",Chennai
9011,10236,08-04-2025,1360.64,Debit,Entertainment,Credit Card,Retail,Bala-Chahal,Mumbai
791,10340,08-04-2025,4760.33,Debit,Travel,Net Banking,Retail,Sarin-Mistry,Hyderabad
1150,10432,08-04-2025,17611.3,Debit,Travel,Debit Card,Retail,Pingle Inc,Mumbai
3452,10273,08-04-2025,34714.96,Debit,Electronics,Debit Card,Retail,Borah PLC,Delhi
8343,10411,08-04-2025,3107.07,Debit,Healthcare,Credit Card,Retail,Babu-Kale,Kolkata
1440,10337,08-04-2025,34651.32,Debit,Electronics,Credit Card,Retail,Hegde Group,Hyderabad
112,10036,08-04-2025,7094.27,Debit,Healthcare,UPI,Corporate,"Lanka, Gokhale and Bora",Delhi
6329,10169,08-04-2025,6500.19,Debit,Shopping,UPI,Corporate,Madan and Sons,Bangalore
90,10213,08-04-2025,25194.1,Debit,Electronics,UPI,Retail,"Shah, Buch and Bhakta",Pune
8750,10450,08-04-2025,2386.57,Debit,Shopping,UPI,Corporate,"Wable, Vig and Viswanathan",Chennai
7786,10112,08-04-2025,442.45,Debit,Food,UPI,Retail,Narula PLC,Chennai
3344,10077,08-04-2025,314.3,Debit,Food,UPI,Premium,Shetty-Devi,Kolkata
6385,10346,08-04-2025,7164.41,Debit,Healthcare,UPI,Retail,Sunder-Date,Pune
4402,10274,08-04-2025,2550.17,Debit,Utilities,UPI,Premium,"Lad, Srivastava and Deo",Pune
6528,10012,08-04-2025,31527.6,Debit,Healthcare,Debit Card,Corporate,Kulkarni and Sons,Chennai
5564,10159,08-04-2025,17560.87,Debit,Travel,Credit Card,Corporate,Gade-Tailor,Hyderabad
2984,10453,08-04-2025,4177.08,Debit,Shopping,Net Banking,Retail,Kant-Saraf,Delhi
7980,10391,08-04-2025,2214.79,Debit,Utilities,Debit Card,Retail,Kuruvilla Group,Mumbai
6019,10203,08-04-2025,28673.64,Debit,Electronics,Credit Card,Retail,"Mitter, Sem and Luthra",Pune
694,10255,08-04-2025,6363.38,Debit,Travel,UPI,Retail,Kari LLC,Mumbai
626,10031,09-04-2025,358.24,Debit,Food,UPI,Retail,Vasa-Jaggi,Mumbai
2523,10394,09-04-2025,3519.41,Debit,Entertainment,Debit Card,Corporate,"Chandra, Sarraf and Choudhary",Bangalore
7181,10443,09-04-2025,2911.03,Debit,Entertainment,UPI,Corporate,"Mangat, Mall and Gara",Mumbai
8450,10306,09-04-2025,3206.97,Debit,Entertainment,Net Banking,Retail,Issac LLC,Hyderabad
2847,10262,09-04-2025,11919.46,Debit,Healthcare,UPI,Retail,"Devi, Venkataraman and Zachariah",Hyderabad
6722,10379,09-04-2025,6549.77,Debit,Electronics,Credit Card,Retail,"Tella, Mohan and Sha",Chennai
1205,10142,09-04-2025,442.05,Debit,Food,Credit Card,Retail,"Tara, Agate and Devan",Pune
9075,10353,09-04-2025,1948.5,Debit,Utilities,Credit Card,Premium,"Grewal, Devan and Devan",Pune
1056,10244,09-04-2025,1246.92,Debit,Utilities,Credit Card,Retail,"Munshi, Wadhwa and Goswami",Delhi
4756,10100,09-04-2025,706.22,Debit,Food,Debit Card,Retail,"Mohan, Tak and Viswanathan",Chennai
6336,10418,09-04-2025,38003.28,Debit,Electronics,UPI,Retail,Jha PLC,Kolkata
2140,10071,09-04-2025,700.72,Credit,Food,Net Banking,Retail,Kunda-Patel,Bangalore
77,10177,09-04-2025,58874.56,Debit,Electronics,Net Banking,Premium,Comar LLC,Mumbai
6750,10438,09-04-2025,9342.1,Debit,Travel,UPI,Retail,Mohan-Narula,Hyderabad
1346,10103,09-04-2025,1448.83,Debit,Utilities,Credit Card,Retail,Buch and Sons,Kolkata
4300,10380,09-04-2025,6260.04,Debit,Entertainment,UPI,Corporate,Datta-Lall,Kolkata
4947,10164,09-04-2025,32290.89,Debit,Electronics,Debit Card,Retail,Oza-Chandra,Bangalore
8443,10398,09-04-2025,84347.71,Debit,Electronics,UPI,Corporate,Sibal-Atwal,Chennai
1119,10101,09-04-2025,2542.8,Debit,Shopping,Credit Card,Premium,Vora-Raman,Chennai
8432,10174,09-04-2025,7861.66,Debit,Shopping,Debit Card,Corporate,Loke-Arora,Mumbai
135,10390,09-04-2025,3788.77,Credit,Entertainment,Debit Card,Retail,"Narayan, Patla and Morar",Bangalore
3299,10415,09-04-2025,8916.45,Debit,Healthcare,Net Banking,Premium,Mittal PLC,Kolkata
4666,10034,09-04-2025,14769,Debit,Travel,Credit Card,Retail,"Pall, Prakash and Sahota",Hyderabad
5484,10123,09-04-2025,5657.38,Debit,Shopping,Net Banking,Premium,Hora LLC,Bangalore
4000,10109,09-04-2025,7356.92,Debit,Travel,Debit Card,Premium,"Bava, Chawla and Zacharia",Hyderabad
616,10399,09-04-2025,18575.7,Credit,Travel,Credit Card,Retail,"Kunda, Gandhi and Bhat",Kolkata
4990,10226,09-04-2025,39178.09,Debit,Electronics,UPI,Retail,"Mital, Gola and Chopra",Delhi
9043,10233,09-04-2025,48875.32,Debit,Electronics,Debit Card,Retail,"Sheth, Butala and Balan",Chennai
1354,10208,10-04-2025,3763.66,Debit,Shopping,UPI,Retail,"Contractor, Bora and Behl",Kolkata
687,10130,10-04-2025,3072.26,Debit,Shopping,Debit Card,Retail,Pathak-Pal,Pune
2645,10434,10-04-2025,430.1,Debit,Utilities,UPI,Retail,Vohra-Yadav,Pune
9081,10024,10-04-2025,18884.59,Debit,Electronics,UPI,Retail,Pathak-Thakur,Kolkata
8304,10344,10-04-2025,3615.39,Debit,Healthcare,Debit Card,Retail,Tandon-Chand,Mumbai
7400,10213,10-04-2025,4123.57,Debit,Healthcare,UPI,Retail,Chacko-Mander,Delhi
6149,10455,10-04-2025,3919.26,Debit,Entertainment,UPI,Premium,Date-Srinivas,Kolkata
8646,10105,10-04-2025,36164.95,Credit,Electronics,UPI,Premium,Thaker-Balay,Delhi
556,10406,10-04-2025,2315.67,Debit,Shopping,UPI,Retail,Kapoor-Bajwa,Hyderabad
7605,10074,10-04-2025,7713.94,Debit,Healthcare,UPI,Premium,"Desai, Nigam and Khalsa",Pune
4324,10184,10-04-2025,7478.53,Debit,Healthcare,UPI,Retail,"Gill, Dhawan and Lad",Chennai
8565,10136,10-04-2025,64520.48,Debit,Electronics,Credit Card,Corporate,Sethi LLC,Kolkata
269,10244,10-04-2025,1630.12,Debit,Entertainment,UPI,Retail,Dubey Group,Kolkata
5315,10440,10-04-2025,11161.26,Debit,Travel,Credit Card,Retail,"Mall, Ranganathan and Palla",Bangalore
121,10216,10-04-2025,12207.88,Debit,Healthcare,UPI,Retail,Kant and Sons,Kolkata
1432,10024,10-04-2025,2207.71,Debit,Entertainment,UPI,Retail,Nadkarni Inc,Chennai
6762,10235,10-04-2025,4875.49,Debit,Travel,Debit Card,Retail,"Sankar, Chand and Bhakta",Kolkata
3394,10373,10-04-2025,18288.66,Debit,Electronics,Credit Card,Retail,Gara Group,Kolkata
5527,10050,10-04-2025,547.27,Debit,Food,UPI,Retail,"Rama, Deep and Sha",Pune
2117,10294,10-04-2025,1929.2,Debit,Entertainment,UPI,Retail,Dhawan-Agarwal,Bangalore
8164,10398,10-04-2025,7473.65,Debit,Healthcare,Credit Card,Retail,"Bir, Brahmbhatt and Balay",Pune
3875,10355,10-04-2025,682.63,Debit,Entertainment,UPI,Premium,Mani LLC,Bangalore
3616,10325,10-04-2025,160.91,Debit,Food,Debit Card,Retail,"Vaidya, Apte and Chandran",Bangalore
7848,10115,10-04-2025,10892.21,Debit,Travel,UPI,Retail,Dey LLC,Kolkata
8309,10317,10-04-2025,14298.14,Debit,Travel,UPI,Premium,Madan Inc,Pune
1704,10252,10-04-2025,454.3,Debit,Food,UPI,Retail,Nath-Deo,Pune
5860,10075,10-04-2025,6176.07,Debit,Entertainment,Net Banking,Corporate,Ben PLC,Hyderabad
22,10370,10-04-2025,296.47,Debit,Food,UPI,Premium,Narain-Chokshi,Chennai
5757,10401,10-04-2025,9644.21,Debit,Healthcare,Debit Card,Retail,"Mandal, Bandi and Pathak",Mumbai
1344,10411,10-04-2025,2990.53,Debit,Entertainment,Debit Card,Retail,"Guha, Sandal and Rajagopalan",Chennai
3136,10110,10-04-2025,531.75,Debit,Food,UPI,Retail,Dhar-Ratta,Kolkata
3779,10010,10-04-2025,13826.55,Credit,Travel,Credit Card,Retail,"Murty, Varma and Srinivas",Mumbai
6203,10418,10-04-2025,3704.15,Debit,Entertainment,UPI,Retail,Anand-Gour,Chennai
6502,10227,10-04-2025,6762.98,Debit,Electronics,Credit Card,Retail,Bath-Dugar,Chennai
8796,10320,10-04-2025,6351.46,Debit,Healthcare,UPI,Retail,Saha-Kumar,Bangalore
2510,10327,10-04-2025,725.16,Debit,Food,Debit Card,Retail,Dasgupta-Munshi,Delhi
8466,10112,11-04-2025,4163.61,Credit,Healthcare,UPI,Retail,"Bajwa, Arora and Minhas",Mumbai
2692,10410,11-04-2025,1906.86,Credit,Utilities,UPI,Retail,Ratta-Behl,Delhi
6697,10352,11-04-2025,20870.23,Credit,Travel,Credit Card,Premium,Ahuja-Narasimhan,Kolkata
8937,10050,11-04-2025,537.62,Debit,Utilities,Debit Card,Retail,"Mitter, Sani and Merchant",Bangalore
3463,10404,11-04-2025,2652.98,Debit,Entertainment,Credit Card,Retail,Vora PLC,Chennai
7581,10101,11-04-2025,2113.8,Debit,Utilities,UPI,Retail,Dhar-Mukhopadhyay,Bangalore
2658,10115,11-04-2025,12830.05,Debit,Healthcare,UPI,Retail,Patel-Palla,Chennai
6270,10255,11-04-2025,32996.55,Debit,Electronics,Credit Card,Retail,Bhavsar Inc,Mumbai
5940,10171,11-04-2025,24330.56,Debit,Electronics,UPI,Premium,Badal Ltd,Kolkata
6079,10271,11-04-2025,2684.44,Credit,Utilities,Credit Card,Premium,"Bains, Dani and Wagle",Delhi
806,10055,11-04-2025,22883.99,Debit,Travel,UPI,Premium,Sane-Ganesan,Kolkata
8143,10186,11-04-2025,1378.5,Credit,Food,Debit Card,Corporate,Palla-Krish,Chennai
6296,10001,11-04-2025,4465.63,Debit,Shopping,UPI,Retail,"Dash, Arya and Ghosh",Pune
9012,10092,11-04-2025,1290.79,Debit,Utilities,Debit Card,Retail,Chandran PLC,Delhi
375,10089,11-04-2025,1230.52,Debit,Utilities,UPI,Corporate,Madan Ltd,Kolkata
8436,10276,11-04-2025,14597.13,Debit,Electronics,Credit Card,Retail,"Johal, Loyal and Badal",Hyderabad
6338,10328,11-04-2025,232.95,Debit,Food,UPI,Retail,Viswanathan-Merchant,Hyderabad
6734,10322,11-04-2025,341.22,Debit,Food,Credit Card,Retail,"Ahluwalia, Panchal and Sama",Mumbai
4743,10357,11-04-2025,1016.06,Debit,Healthcare,Credit Card,Retail,Batra-Chandra,Kolkata
4104,10067,11-04-2025,771.55,Debit,Utilities,Credit Card,Retail,Sachdeva PLC,Bangalore
4245,10096,11-04-2025,1825.43,Debit,Entertainment,UPI,Retail,Bobal-Basu,Pune
8009,10098,11-04-2025,585.46,Debit,Food,Credit Card,Retail,Grover Group,Mumbai
1941,10394,11-04-2025,458.09,Debit,Utilities,UPI,Retail,Sura Ltd,Hyderabad
9187,10120,11-04-2025,5667.18,Debit,Shopping,Credit Card,Premium,Raja-Saini,Hyderabad
7799,10423,11-04-2025,263.51,Debit,Food,Credit Card,Retail,Dara Ltd,Delhi
1399,10364,11-04-2025,48008.72,Debit,Electronics,Credit Card,Premium,Jayaraman LLC,Pune
4185,10178,11-04-2025,2431.54,Debit,Healthcare,UPI,Retail,Misra-Sami,Mumbai
8665,10310,11-04-2025,487.92,Debit,Food,Credit Card,Retail,Wadhwa-Gandhi,Kolkata
73,10447,11-04-2025,524.85,Debit,Shopping,UPI,Retail,"Merchant, Kota and Gaba",Bangalore
6108,10397,11-04-2025,157.36,Debit,Food,Debit Card,Retail,Mallick-Guha,Bangalore
1447,10300,12-04-2025,3616.82,Debit,Shopping,Debit Card,Retail,Arya Inc,Mumbai
475,10230,12-04-2025,2252.49,Debit,Entertainment,UPI,Retail,Prabhakar-Sagar,Bangalore
7738,10360,12-04-2025,19209.96,Debit,Electronics,UPI,Premium,"Khosla, Issac and Issac",Bangalore
1307,10064,12-04-2025,2228.03,Debit,Utilities,Debit Card,Retail,Dutta-Choudhry,Chennai
4705,10191,12-04-2025,390.6,Debit,Food,UPI,Retail,Grover PLC,Delhi
6305,10180,12-04-2025,20971.08,Debit,Electronics,UPI,Retail,Doshi-Lad,Chennai
4927,10043,12-04-2025,425.53,Debit,Food,UPI,Retail,Tara-Kumer,Mumbai
1280,10263,12-04-2025,26447.74,Debit,Electronics,UPI,Retail,"Balay, Parikh and Munshi",Mumbai
8668,10411,12-04-2025,224.24,Debit,Food,UPI,Retail,Chaudhuri-Chatterjee,Delhi
1848,10307,12-04-2025,8331.7,Debit,Travel,UPI,Premium,Bhardwaj-Mangat,Hyderabad
2184,10337,12-04-2025,17285.48,Debit,Electronics,Credit Card,Retail,Padmanabhan Group,Mumbai
4684,10451,12-04-2025,1842.23,Debit,Shopping,Credit Card,Retail,"Borde, Guha and Sethi",Chennai
981,10131,12-04-2025,20040.98,Debit,Travel,UPI,Corporate,"Nagar, Iyengar and Raval",Chennai
6332,10196,12-04-2025,2236.39,Debit,Utilities,Debit Card,Retail,Setty-Kumer,Delhi
3771,10030,12-04-2025,3484.16,Debit,Entertainment,UPI,Premium,"Kashyap, Dash and Soman",Kolkata
2754,10229,12-04-2025,19224.03,Debit,Electronics,UPI,Retail,Brahmbhatt-Prabhu,Bangalore
7494,10443,12-04-2025,8757.49,Debit,Healthcare,Credit Card,Retail,Gupta-Morar,Chennai
8312,10383,12-04-2025,1718.04,Credit,Shopping,UPI,Retail,Raju-Jhaveri,Bangalore
3598,10160,12-04-2025,8513.6,Debit,Healthcare,Debit Card,Retail,"Apte, Khurana and Rout",Kolkata
294,10121,12-04-2025,3181.29,Debit,Utilities,UPI,Corporate,Ramakrishnan Group,Mumbai
1245,10150,12-04-2025,3924.61,Credit,Shopping,UPI,Retail,Banik-Acharya,Hyderabad
1942,10249,12-04-2025,3006.11,Debit,Shopping,UPI,Premium,Prasad PLC,Mumbai
3564,10452,12-04-2025,34011.81,Debit,Electronics,Debit Card,Premium,"Dhar, Hayer and Pai",Chennai
5617,10153,12-04-2025,44470.42,Debit,Travel,UPI,Corporate,Raj-Saxena,Pune
5813,10371,12-04-2025,8342.85,Debit,Entertainment,Credit Card,Corporate,"Bedi, Dani and Ganesh",Delhi
7373,10231,12-04-2025,2914.04,Debit,Healthcare,Debit Card,Premium,"Dewan, Raghavan and Ramesh",Chennai
7628,10394,12-04-2025,23700.42,Debit,Electronics,UPI,Retail,"Shenoy, Sastry and Mistry",Mumbai
3541,10431,13-04-2025,12893.83,Credit,Electronics,Debit Card,Retail,Bobal Inc,Chennai
7252,10057,13-04-2025,1850.1,Debit,Food,Debit Card,Corporate,"Varghese, Dutta and Bobal",Chennai
3347,10416,13-04-2025,23601.46,Debit,Electronics,Credit Card,Premium,"Mane, Kapadia and Chandran",Hyderabad
274,10130,13-04-2025,68883.46,Credit,Electronics,Credit Card,Premium,"Mukherjee, Wali and Thakur",Delhi
2632,10293,13-04-2025,36081.28,Debit,Electronics,UPI,Retail,Gill-Sekhon,Chennai
6215,10250,13-04-2025,39323.48,Credit,Electronics,Debit Card,Retail,Sodhi and Sons,Mumbai
1799,10040,13-04-2025,6349.07,Debit,Electronics,Credit Card,Retail,"Bhavsar, Brar and Kumer",Mumbai
2584,10455,13-04-2025,2269.87,Debit,Utilities,Net Banking,Premium,Munshi-Pradhan,Kolkata
653,10429,13-04-2025,12563.14,Debit,Travel,Credit Card,Retail,Shah-Venkatesh,Mumbai
7458,10374,13-04-2025,22021.18,Debit,Electronics,UPI,Retail,Bath Inc,Hyderabad
6590,10169,13-04-2025,16229.24,Debit,Travel,UPI,Retail,Om-Baral,Delhi
3696,10046,13-04-2025,6354.67,Debit,Travel,Debit Card,Corporate,"Mahal, Dara and Baria",Chennai
6140,10048,13-04-2025,16432.87,Debit,Travel,UPI,Retail,Mukherjee Group,Hyderabad
7276,10310,13-04-2025,13187.63,Credit,Healthcare,Credit Card,Retail,Chand-Naidu,Bangalore
8253,10185,13-04-2025,822.02,Debit,Utilities,Net Banking,Corporate,Sura-Kuruvilla,Mumbai
6670,10346,13-04-2025,1086.43,Credit,Shopping,Credit Card,Retail,Narang Inc,Delhi
5491,10052,13-04-2025,209.45,Debit,Food,Credit Card,Retail,"Roy, Rajagopal and Kumer",Chennai
635,10382,13-04-2025,175.02,Credit,Food,UPI,Retail,"Vig, Kumer and Malhotra",Mumbai
7027,10327,13-04-2025,1621.5,Debit,Healthcare,Credit Card,Premium,Kaul Group,Chennai
2242,10400,13-04-2025,4629.5,Debit,Electronics,Debit Card,Retail,Kumer Ltd,Mumbai
1514,10046,13-04-2025,764.37,Debit,Healthcare,Credit Card,Retail,Kala-Contractor,Kolkata
4044,10193,13-04-2025,3287.25,Debit,Shopping,UPI,Retail,Sahota-Swamy,Kolkata
8316,10010,13-04-2025,1405.09,Debit,Entertainment,Credit Card,Retail,Vyas-Mall,Delhi
1653,10268,13-04-2025,23049.44,Debit,Electronics,UPI,Premium,Bassi-Sheth,Chennai
8149,10010,14-04-2025,1487.46,Debit,Entertainment,Debit Card,Retail,Sarraf and Sons,Pune
7767,10166,14-04-2025,297.78,Debit,Food,UPI,Retail,Lata Ltd,Chennai
8311,10208,14-04-2025,18532.33,Debit,Healthcare,UPI,Corporate,Ramaswamy-Walia,Kolkata
6931,10145,14-04-2025,5148.17,Debit,Healthcare,UPI,Retail,Sastry and Sons,Hyderabad
1603,10405,14-04-2025,1138.63,Debit,Entertainment,Debit Card,Retail,"Thakur, Madan and Parmer",Pune
338,10258,14-04-2025,10703.04,Debit,Healthcare,UPI,Retail,Shankar PLC,Delhi
9175,10372,14-04-2025,15874,Debit,Electronics,Debit Card,Retail,"Sinha, Minhas and Bhargava",Delhi
9246,10369,14-04-2025,13765.85,Credit,Healthcare,UPI,Retail,"Kunda, Zacharia and Pingle",Kolkata
1809,10154,14-04-2025,770.1,Debit,Utilities,Credit Card,Retail,"Sandhu, Nayak and Kale",Hyderabad
7172,10327,14-04-2025,20038.59,Debit,Healthcare,UPI,Premium,"Mahajan, Dyal and Bhatt",Mumbai
4796,10396,14-04-2025,810.7,Debit,Food,Credit Card,Corporate,"Jain, Raghavan and Pillay",Kolkata
473,10079,14-04-2025,5028.52,Debit,Electronics,UPI,Retail,"Minhas, Anand and Natt",Bangalore
8614,10072,14-04-2025,977.41,Debit,Shopping,Credit Card,Retail,"Vaidya, Kumer and Kumer",Hyderabad
6866,10315,14-04-2025,1119.08,Debit,Utilities,UPI,Retail,"Kaul, Shroff and Pandey",Hyderabad
435,10194,14-04-2025,6953.02,Debit,Electronics,UPI,Retail,Yohannan Inc,Kolkata
1758,10333,14-04-2025,10781.37,Credit,Travel,Credit Card,Retail,Rana LLC,Pune
8424,10293,14-04-2025,856.62,Debit,Entertainment,Debit Card,Corporate,Kadakia-Sehgal,Delhi
582,10092,14-04-2025,7365.22,Credit,Shopping,Net Banking,Premium,"Kashyap, Parsa and Kara",Mumbai
3770,10455,14-04-2025,8479.4,Debit,Electronics,UPI,Retail,Dugal LLC,Chennai
3490,10118,14-04-2025,396.33,Credit,Food,UPI,Retail,"Dugal, Nadkarni and Bains",Kolkata
8489,10326,15-04-2025,3855.31,Debit,Shopping,Debit Card,Corporate,"Goswami, Badami and Singh",Mumbai
1084,10017,15-04-2025,17824.13,Debit,Travel,UPI,Retail,"Shenoy, Jayaraman and Nagi",Pune
6458,10017,15-04-2025,9302.86,Credit,Travel,UPI,Retail,Dhingra-Mukhopadhyay,Delhi
3965,10335,15-04-2025,107.91,Debit,Food,Debit Card,Retail,"Kohli, Varghese and Master",Kolkata
4472,10439,15-04-2025,19847.59,Debit,Travel,UPI,Retail,"Bobal, Roy and Saha",Pune
6473,10281,15-04-2025,33433.43,Debit,Electronics,UPI,Retail,Magar-Tripathi,Pune
7054,10246,15-04-2025,2677.09,Credit,Shopping,UPI,Retail,Gulati Group,Hyderabad
2497,10334,15-04-2025,12391.02,Debit,Travel,Credit Card,Retail,"Shetty, Sridhar and Raman",Kolkata
1072,10212,15-04-2025,263.53,Debit,Food,Credit Card,Retail,"Kumer, Warrior and Gandhi",Mumbai
7280,10035,15-04-2025,78706.63,Debit,Electronics,UPI,Corporate,Dhaliwal LLC,Chennai
7668,10046,15-04-2025,2170.56,Debit,Utilities,UPI,Retail,"Rau, Bal and Yohannan",Chennai
720,10339,15-04-2025,917.41,Debit,Food,Credit Card,Premium,Gole PLC,Pune
2,10380,15-04-2025,3817.64,Debit,Entertainment,UPI,Retail,Biswas-Mannan,Delhi
6982,10265,15-04-2025,28220.55,Debit,Electronics,Credit Card,Retail,Banik Inc,Pune
2215,10014,15-04-2025,15080.08,Credit,Travel,Credit Card,Retail,Ghose-Gulati,Chennai
3307,10328,15-04-2025,2176.4,Credit,Shopping,UPI,Retail,Verma-Anand,Delhi
8459,10396,15-04-2025,769.77,Debit,Food,UPI,Retail,Baral-Dey,Chennai
6195,10193,15-04-2025,10532.95,Credit,Healthcare,Credit Card,Retail,Bhargava Ltd,Chennai
7865,10076,15-04-2025,1154.21,Debit,Utilities,UPI,Retail,Loke-Dar,Mumbai
8010,10309,15-04-2025,1075.81,Debit,Healthcare,Debit Card,Retail,"Hayer, Dixit and Borde",Bangalore
3006,10040,15-04-2025,6371.61,Credit,Shopping,UPI,Premium,Amble Group,Delhi
2743,10456,15-04-2025,237.08,Credit,Food,UPI,Retail,Panchal Ltd,Delhi
3903,10446,15-04-2025,4156,Debit,Utilities,UPI,Premium,Choudhury-Chopra,Pune
5921,10005,15-04-2025,8145.67,Debit,Electronics,Credit Card,Retail,Sachdev Group,Hyderabad
5311,10454,15-04-2025,1206.7,Credit,Utilities,Credit Card,Retail,Shere Group,Pune
3226,10184,15-04-2025,112175.53,Debit,Electronics,Debit Card,Corporate,Suri-Seth,Pune
4149,10233,15-04-2025,610.26,Debit,Food,Credit Card,Retail,"Goda, Naidu and Master",Kolkata
267,10305,15-04-2025,2878.96,Debit,Entertainment,Net Banking,Retail,Sem-Morar,Chennai
8020,10341,15-04-2025,18093.64,Debit,Travel,UPI,Retail,Baral-Madan,Bangalore
4132,10438,15-04-2025,9148.56,Debit,Healthcare,Net Banking,Corporate,Baria-Kurian,Pune
9047,10277,16-04-2025,1372.51,Debit,Utilities,UPI,Retail,"Shenoy, Borra and Sachdev",Hyderabad
